sale_id,product_category,price_usd,customer_age,customer_loyalty_years,region,sales_channel,season,discount_applied,sale_success
SALE-00380,White Wine,90.23,63,2,East,Online,Summer,1,1
SALE-00381,Sparkling Wine,108.41,67,3,North,Online,Spring,1,0
SALE-00382,White Wine,91.19,59,3,West,Online,Autumn,1,1
SALE-00383,Rose Wine,149.53,41,12,South,Online,Spring,1,1
SALE-00384,Sparkling Wine,93.54,43,4,East,Online,Summer,0,1
SALE-00385,White Wine,44.79,71,5,West,Physical Store,Winter,1,0
SALE-00386,Sparkling Wine,34.11,72,11,East,Online,Winter,0,1
SALE-00387,Rose Wine,126.76,76,4,East,Physical Store,Spring,1,0
SALE-00388,Red Wine,27.55,75,1,West,Online,Winter,0,0
SALE-00389,White Wine,133.9,68,0,North,Physical Store,Spring,0,0
SALE-00390,Sparkling Wine,120.77,40,13,East,Physical Store,Spring,1,1
SALE-00391,White Wine,18.71,76,1,West,Physical Store,Summer,1,1
SALE-00392,Sparkling Wine,88.29,57,13,East,Physical Store,Spring,0,1
SALE-00393,Sparkling Wine,59.44,78,0,West,Physical Store,Summer,0,1
SALE-00394,Rose Wine,25.8,66,9,West,Online,Spring,1,1
SALE-00395,Rose Wine,142.76,62,8,East,Physical Store,Autumn,0,1
SALE-00396,Sparkling Wine,81.08,35,8,South,Online,Autumn,1,1
SALE-00397,Sparkling Wine,22.61,67,13,West,Online,Autumn,0,1
SALE-00398,Sparkling Wine,17.49,76,11,West,Physical Store,Winter,1,1
SALE-00399,Sparkling Wine,46.9,44,14,West,Physical Store,Autumn,0,0
SALE-00400,White Wine,99.47,57,13,North,Online,Summer,0,1
SALE-00401,Red Wine,32.87,80,0,West,Physical Store,Spring,0,1
SALE-00402,Red Wine,112.38,36,9,West,Online,Spring,1,0
SALE-00403,Rose Wine,17.24,73,2,South,Online,Winter,1,0
SALE-00404,White Wine,116.04,49,5,West,Physical Store,Autumn,1,1
SALE-00405,Rose Wine,148.29,42,4,West,Online,Winter,0,0
SALE-00406,Red Wine,116.65,62,2,North,Online,Summer,0,0
SALE-00407,White Wine,25.91,56,10,East,Physical Store,Spring,0,1
SALE-00408,Rose Wine,89.81,29,6,East,Online,Autumn,0,0
SALE-00409,Sparkling Wine,85.63,23,5,East,Physical Store,Summer,1,1
SALE-00410,Rose Wine,65.5,69,14,South,Physical Store,Summer,0,0
SALE-00411,White Wine,120.41,59,6,South,Physical Store,Summer,1,1
SALE-00412,Sparkling Wine,39.09,79,2,North,Online,Winter,0,0
SALE-00413,Red Wine,117.61,28,10,North,Online,Summer,0,0
SALE-00414,White Wine,138.62,66,4,East,Physical Store,Winter,1,1
SALE-00415,Red Wine,51.67,59,5,North,Physical Store,Winter,0,0
SALE-00416,Rose Wine,71.43,33,4,North,Physical Store,Spring,0,1
SALE-00417,Sparkling Wine,95.13,68,4,North,Physical Store,Summer,0,1
SALE-00418,Red Wine,140.51,60,11,South,Online,Summer,1,1
SALE-00419,Red Wine,141.02,34,14,South,Physical Store,Autumn,0,1
SALE-00420,White Wine,106.28,37,14,South,Physical Store,Summer,1,0
SALE-00421,Sparkling Wine,83.33,73,4,South,Physical Store,Summer,0,0
SALE-00422,White Wine,89.71,65,4,West,Physical Store,Spring,0,0
SALE-00423,Sparkling Wine,101.12,21,10,East,Physical Store,Winter,1,1
SALE-00424,Red Wine,70.24,80,2,South,Online,Autumn,0,0
SALE-00425,White Wine,109.18,60,1,West,Online,Winter,1,1
SALE-00426,Rose Wine,17.26,42,4,East,Physical Store,Summer,0,1
SALE-00427,Rose Wine,31.19,79,13,West,Physical Store,Summer,1,0
SALE-00428,Sparkling Wine,27.85,54,4,North,Physical Store,Spring,1,1
SALE-00429,Sparkling Wine,130.73,64,2,South,Online,Autumn,1,1
SALE-00430,Red Wine,116.33,33,11,South,Physical Store,Summer,1,0
SALE-00431,Red Wine,44.44,40,2,North,Online,Spring,1,1
SALE-00432,Red Wine,143.65,26,10,West,Online,Summer,0,0
SALE-00433,Sparkling Wine,64.23,27,5,East,Online,Spring,1,1
SALE-00434,White Wine,142.59,57,11,East,Online,Summer,1,1
SALE-00435,Sparkling Wine,143.59,44,11,East,Physical Store,Summer,1,1
SALE-00436,Sparkling Wine,65.17,56,14,North,Physical Store,Summer,0,1
SALE-00437,Red Wine,100.14,53,8,North,Online,Summer,0,0
SALE-00438,Red Wine,28.69,62,15,North,Physical Store,Winter,1,1
SALE-00439,White Wine,63.46,65,14,East,Online,Winter,1,1
SALE-00440,Sparkling Wine,102.21,78,7,East,Online,Autumn,0,0
SALE-00441,White Wine,125.92,44,15,North,Physical Store,Summer,0,1
SALE-00442,Red Wine,104.02,48,4,East,Online,Spring,0,0
SALE-00443,Red Wine,77.51,33,10,South,Online,Winter,1,1
SALE-00444,Sparkling Wine,48.74,79,13,East,Online,Spring,1,1
SALE-00445,White Wine,109.69,57,1,South,Physical Store,Summer,1,1
SALE-00446,Rose Wine,101.94,21,13,West,Physical Store,Autumn,1,0
SALE-00447,Rose Wine,117.85,44,9,West,Physical Store,Spring,0,1
SALE-00448,White Wine,79.97,66,13,West,Physical Store,Autumn,0,0
SALE-00449,White Wine,110.69,52,6,East,Online,Spring,1,1
SALE-00450,Red Wine,51.57,22,1,West,Physical Store,Autumn,1,1
SALE-00451,Sparkling Wine,116.14,73,12,North,Online,Spring,1,1
SALE-00452,White Wine,59.85,24,5,South,Online,Autumn,1,0
SALE-00453,Sparkling Wine,33.07,47,6,South,Online,Summer,1,1
SALE-00454,Rose Wine,58.95,78,9,West,Physical Store,Summer,1,0
SALE-00455,White Wine,37.57,75,10,South,Physical Store,Autumn,0,0
SALE-00456,Rose Wine,53.04,48,8,North,Physical Store,Winter,1,1
SALE-00457,Red Wine,127.5,71,12,East,Physical Store,Spring,1,1
SALE-00458,Sparkling Wine,113.22,73,6,East,Physical Store,Spring,1,0
SALE-00459,Sparkling Wine,89.52,50,10,West,Physical Store,Autumn,0,0
SALE-00460,Red Wine,26.98,40,10,West,Physical Store,Summer,0,0
SALE-00461,Rose Wine,104.24,70,2,West,Online,Spring,1,1
SALE-00462,Red Wine,46.87,58,3,East,Physical Store,Summer,1,0
SALE-00463,Sparkling Wine,56.91,27,12,South,Online,Summer,0,1
SALE-00464,White Wine,125.29,35,0,South,Online,Winter,1,1
SALE-00465,White Wine,24.43,70,4,West,Online,Summer,0,0
SALE-00466,Red Wine,98.37,48,1,South,Physical Store,Spring,0,1
SALE-00467,Rose Wine,110.66,79,9,East,Online,Winter,1,1
SALE-00468,Rose Wine,102.21,25,0,West,Physical Store,Autumn,0,0
SALE-00469,Rose Wine,84.86,68,13,West,Physical Store,Spring,1,1
SALE-00470,Red Wine,72.07,50,10,North,Online,Autumn,0,1
SALE-00471,Red Wine,49.07,24,0,West,Physical Store,Autumn,0,0
SALE-00472,Rose Wine,137.06,73,14,West,Physical Store,Winter,1,0
SALE-00473,Sparkling Wine,51.74,52,12,South,Online,Summer,1,1
SALE-00474,Sparkling Wine,67.54,24,4,West,Online,Winter,0,1
SALE-00475,White Wine,28.4,60,6,South,Physical Store,Spring,1,0
SALE-00476,Sparkling Wine,128.22,29,2,West,Online,Summer,0,0
SALE-00477,Rose Wine,22.59,21,7,West,Physical Store,Autumn,0,0
SALE-00478,Rose Wine,118.15,65,7,North,Online,Winter,0,0
SALE-00479,Rose Wine,37.26,55,15,North,Online,Autumn,1,1
SALE-00480,White Wine,102.09,40,8,West,Physical Store,Summer,0,0
SALE-00481,White Wine,35.57,51,11,East,Online,Autumn,1,1
SALE-00482,Sparkling Wine,15.28,23,9,West,Physical Store,Summer,0,1
SALE-00483,Red Wine,120.17,42,4,North,Online,Summer,1,0
SALE-00484,Red Wine,138.19,67,12,West,Online,Autumn,0,0
SALE-00485,Red Wine,103.13,23,14,East,Physical Store,Winter,0,1
SALE-00486,Sparkling Wine,90.91,59,13,East,Online,Spring,1,1
SALE-00487,Sparkling Wine,17.02,30,12,North,Online,Winter,1,1
SALE-00488,Red Wine,108.82,47,0,West,Online,Winter,0,1
SALE-00489,Sparkling Wine,54.58,58,1,South,Online,Summer,1,1
SALE-00490,Red Wine,94.79,38,14,East,Online,Winter,1,1
SALE-00491,Red Wine,32.57,33,1,West,Online,Spring,0,1
SALE-00492,Rose Wine,122.84,43,10,South,Online,Autumn,1,0
SALE-00493,Sparkling Wine,62.96,33,9,East,Physical Store,Winter,0,1
SALE-00494,Sparkling Wine,63.77,54,3,East,Online,Autumn,1,1
SALE-00495,Red Wine,105.56,60,2,East,Physical Store,Autumn,0,0
SALE-00496,Red Wine,107.91,59,10,North,Physical Store,Winter,1,1
SALE-00497,White Wine,116.64,74,11,East,Physical Store,Autumn,0,1
SALE-00498,Red Wine,111.45,77,3,South,Physical Store,Autumn,0,0
SALE-00499,Rose Wine,57.47,80,7,North,Physical Store,Summer,1,1
SALE-00500,Red Wine,111.47,26,2,North,Online,Winter,0,0
SALE-00501,Rose Wine,34.55,37,7,East,Online,Autumn,0,1
SALE-00502,White Wine,18.48,69,13,North,Physical Store,Winter,0,1
SALE-00503,White Wine,104.45,40,1,North,Online,Autumn,0,1
SALE-00504,Sparkling Wine,45.01,38,13,East,Physical Store,Autumn,0,0
SALE-00505,Sparkling Wine,82.04,60,13,East,Online,Autumn,0,1
SALE-00506,Rose Wine,107.05,68,0,East,Online,Summer,0,0
SALE-00507,White Wine,65.45,48,3,West,Physical Store,Summer,1,1
SALE-00508,Sparkling Wine,85.32,30,11,West,Online,Spring,0,1
SALE-00509,White Wine,78.04,42,1,North,Online,Autumn,0,1
SALE-00510,White Wine,77.6,39,5,South,Online,Winter,1,0
SALE-00511,Sparkling Wine,16.24,33,5,North,Online,Spring,1,0
SALE-00512,Rose Wine,32.41,65,11,West,Online,Winter,0,1
SALE-00513,White Wine,74.57,75,14,East,Online,Spring,0,0
SALE-00514,Rose Wine,39.65,62,9,West,Online,Spring,0,1
SALE-00515,Sparkling Wine,142.15,77,5,East,Physical Store,Winter,1,0
SALE-00516,Rose Wine,17.64,42,3,West,Online,Summer,1,0
SALE-00517,White Wine,79.76,54,15,South,Online,Winter,0,0
SALE-00518,Sparkling Wine,114.31,62,14,South,Physical Store,Autumn,1,1
SALE-00519,White Wine,86.05,29,11,East,Online,Spring,0,0
SALE-00520,White Wine,119.42,55,6,West,Physical Store,Summer,1,1
SALE-00521,Sparkling Wine,39.15,79,2,North,Online,Summer,0,0
SALE-00522,Sparkling Wine,27.96,73,7,West,Online,Spring,1,1
SALE-00523,Red Wine,60.79,40,14,East,Physical Store,Winter,0,1
SALE-00524,White Wine,89.9,71,3,North,Physical Store,Winter,1,0
SALE-00525,Rose Wine,59.22,23,14,South,Online,Spring,0,1
SALE-00526,Rose Wine,63.75,44,0,East,Physical Store,Winter,0,1
SALE-00527,Sparkling Wine,138.3,72,14,North,Online,Winter,0,1
SALE-00528,White Wine,127.73,79,11,East,Physical Store,Summer,0,1
SALE-00529,White Wine,53.33,60,8,East,Physical Store,Spring,0,0
SALE-00530,Red Wine,115.56,48,12,South,Physical Store,Autumn,0,0
SALE-00531,Red Wine,147.87,60,6,South,Online,Summer,0,1
SALE-00532,White Wine,108.93,76,7,South,Physical Store,Winter,1,1
SALE-00533,Sparkling Wine,99.16,28,7,East,Online,Autumn,0,1
SALE-00534,Rose Wine,136.86,70,8,South,Online,Winter,1,0
SALE-00535,Rose Wine,47.56,70,3,North,Physical Store,Spring,0,1
SALE-00536,Red Wine,110.3,32,14,East,Online,Winter,1,1
SALE-00537,Sparkling Wine,133.18,54,12,South,Online,Summer,0,0
SALE-00538,Sparkling Wine,35.64,34,9,South,Physical Store,Autumn,0,1
SALE-00539,White Wine,25.9,65,13,South,Online,Winter,1,1
SALE-00540,Red Wine,149.05,29,11,North,Physical Store,Summer,0,1
SALE-00541,Sparkling Wine,41.09,37,4,South,Physical Store,Autumn,0,0
SALE-00542,Rose Wine,70.13,35,8,East,Online,Winter,0,1
SALE-00543,White Wine,119.46,50,13,West,Physical Store,Summer,0,1
SALE-00544,Rose Wine,17.57,74,9,South,Online,Summer,1,0
SALE-00545,Rose Wine,83.09,31,0,South,Physical Store,Autumn,1,1
SALE-00546,White Wine,43.95,79,1,South,Physical Store,Summer,0,0
SALE-00547,Red Wine,70.28,46,7,North,Online,Summer,1,1
SALE-00548,Sparkling Wine,48.64,39,6,East,Physical Store,Autumn,1,1
SALE-00549,Sparkling Wine,121.97,55,11,South,Online,Autumn,0,0
SALE-00550,White Wine,45.83,45,8,West,Online,Spring,0,0
SALE-00551,White Wine,66.6,44,1,West,Physical Store,Autumn,1,1
SALE-00552,Rose Wine,103.41,35,13,East,Online,Summer,1,1
SALE-00553,Rose Wine,49.39,45,6,North,Physical Store,Summer,0,1
SALE-00554,Rose Wine,104.33,22,4,South,Physical Store,Autumn,1,1
SALE-00555,Rose Wine,57.04,63,9,North,Online,Autumn,0,0
SALE-00556,White Wine,135.38,71,14,South,Physical Store,Autumn,0,1
SALE-00557,White Wine,148.92,33,0,South,Physical Store,Autumn,0,0
SALE-00558,Rose Wine,86.42,31,14,North,Physical Store,Winter,1,1
SALE-00559,Sparkling Wine,73.64,33,7,South,Online,Spring,0,1
SALE-00560,Sparkling Wine,63.13,33,5,East,Online,Summer,1,1
SALE-00561,Red Wine,120.4,67,3,South,Online,Autumn,0,0
SALE-00562,Rose Wine,80.01,36,2,South,Online,Autumn,0,0
SALE-00563,Red Wine,30.64,69,14,South,Online,Autumn,1,1
SALE-00564,Sparkling Wine,67.05,29,13,North,Online,Autumn,1,1
SALE-00565,White Wine,146.6,47,4,East,Online,Autumn,1,1
SALE-00566,Sparkling Wine,110.84,37,4,South,Physical Store,Summer,0,1
SALE-00567,Red Wine,133.79,32,11,North,Online,Summer,1,0
SALE-00568,Red Wine,96.24,64,8,South,Online,Winter,1,1
SALE-00569,Rose Wine,77.34,73,6,West,Online,Autumn,1,0
SALE-00570,Red Wine,48.33,59,10,West,Physical Store,Winter,1,1
SALE-00571,Rose Wine,130.04,40,4,South,Online,Summer,0,0
SALE-00572,White Wine,107.49,65,11,North,Physical Store,Winter,1,1
SALE-00573,White Wine,55.21,71,7,West,Physical Store,Spring,1,1
SALE-00574,Sparkling Wine,140.55,29,4,East,Physical Store,Summer,0,0
SALE-00575,Rose Wine,54.84,47,15,South,Physical Store,Winter,0,1
SALE-00576,Sparkling Wine,62.0,48,12,North,Online,Autumn,0,1
SALE-00577,Rose Wine,48.13,34,7,South,Online,Autumn,0,0
SALE-00578,Sparkling Wine,85.72,27,12,North,Online,Summer,0,1
SALE-00579,Sparkling Wine,39.52,41,2,South,Online,Winter,1,1
SALE-00580,Red Wine,28.4,40,15,North,Online,Summer,0,0
SALE-00581,Sparkling Wine,73.62,71,2,East,Physical Store,Winter,0,0
SALE-00582,White Wine,58.17,45,3,East,Online,Summer,0,0
SALE-00583,Sparkling Wine,36.56,71,4,East,Online,Winter,1,1
SALE-00584,Red Wine,29.71,71,13,South,Physical Store,Winter,0,1
SALE-00585,Red Wine,132.98,72,15,East,Physical Store,Autumn,1,0
SALE-00586,Sparkling Wine,141.34,59,14,East,Physical Store,Spring,0,1
SALE-00587,Rose Wine,66.48,29,2,South,Online,Summer,1,1
SALE-00588,Red Wine,51.33,27,5,East,Physical Store,Winter,1,1
SALE-00589,Red Wine,52.75,44,0,East,Online,Winter,0,0
SALE-00590,Red Wine,145.28,31,3,North,Online,Autumn,0,0
SALE-00591,Rose Wine,46.71,34,13,South,Physical Store,Spring,1,1
SALE-00592,Red Wine,31.79,68,3,North,Online,Summer,0,0
SALE-00593,Rose Wine,35.05,54,12,East,Physical Store,Winter,0,1
SALE-00594,White Wine,149.46,46,2,West,Online,Summer,1,0
SALE-00595,Sparkling Wine,80.87,70,1,East,Online,Summer,0,1
SALE-00596,Red Wine,86.2,55,12,East,Physical Store,Spring,1,0
SALE-00597,Rose Wine,106.05,80,1,West,Online,Winter,0,0
SALE-00598,Rose Wine,115.54,62,13,East,Physical Store,Summer,1,0
SALE-00599,Sparkling Wine,28.16,32,1,East,Online,Summer,0,1
SALE-00600,Rose Wine,58.12,24,4,North,Physical Store,Summer,1,1
SALE-00601,Rose Wine,126.66,58,11,East,Online,Summer,0,1
SALE-00602,White Wine,74.62,68,10,North,Online,Autumn,1,1
SALE-00603,Rose Wine,142.94,39,7,South,Online,Autumn,1,1
SALE-00604,White Wine,21.01,57,1,North,Online,Winter,1,0
SALE-00605,White Wine,125.99,63,1,South,Physical Store,Summer,0,0
SALE-00606,Rose Wine,20.48,45,15,South,Physical Store,Autumn,1,1
SALE-00607,Red Wine,16.57,68,5,North,Online,Summer,1,1
SALE-00608,Rose Wine,148.63,48,10,West,Physical Store,Autumn,1,0
SALE-00609,Sparkling Wine,98.46,26,13,North,Online,Winter,0,0
SALE-00610,Sparkling Wine,38.57,30,7,West,Online,Summer,1,1
SALE-00611,Rose Wine,36.4,80,10,South,Physical Store,Spring,1,0
SALE-00612,White Wine,105.48,56,11,South,Online,Spring,1,0
SALE-00613,Rose Wine,141.85,34,6,North,Physical Store,Summer,0,1
SALE-00614,Red Wine,88.1,23,3,East,Online,Summer,1,1
SALE-00615,Rose Wine,124.54,77,7,North,Physical Store,Spring,1,1
SALE-00616,White Wine,51.34,40,4,West,Physical Store,Winter,0,1
SALE-00617,Red Wine,92.04,76,7,East,Online,Winter,0,1
SALE-00618,Sparkling Wine,148.85,67,1,North,Physical Store,Summer,1,1
SALE-00619,White Wine,139.81,61,3,South,Physical Store,Autumn,1,1
SALE-00620,White Wine,139.25,49,9,South,Online,Spring,1,1
SALE-00621,Sparkling Wine,27.54,62,2,West,Physical Store,Spring,1,1
SALE-00622,Sparkling Wine,149.23,46,3,North,Online,Winter,0,1
SALE-00623,Sparkling Wine,37.13,33,8,South,Physical Store,Spring,1,1
SALE-00624,Sparkling Wine,89.01,52,14,North,Online,Autumn,0,0
SALE-00625,White Wine,58.0,35,7,South,Physical Store,Autumn,0,0
SALE-00626,Rose Wine,33.05,44,11,South,Online,Spring,0,1
SALE-00627,Sparkling Wine,90.47,51,9,West,Online,Winter,0,0
SALE-00628,Rose Wine,130.75,30,11,East,Online,Winter,0,0
SALE-00629,Sparkling Wine,139.97,44,5,North,Physical Store,Spring,1,1
SALE-00630,Red Wine,40.19,34,0,South,Physical Store,Summer,0,1
SALE-00631,Red Wine,46.93,38,14,West,Physical Store,Spring,1,0
SALE-00632,Sparkling Wine,91.05,45,9,West,Online,Autumn,0,1
SALE-00633,Rose Wine,74.72,34,2,West,Online,Summer,0,0
SALE-00634,White Wine,147.72,43,6,West,Physical Store,Winter,0,0
SALE-00635,Rose Wine,135.22,73,14,North,Physical Store,Summer,0,0
SALE-00636,White Wine,60.88,22,5,South,Online,Winter,1,1
SALE-00637,Sparkling Wine,32.31,69,15,West,Online,Spring,0,1
SALE-00638,Rose Wine,135.76,27,10,West,Online,Summer,0,1
SALE-00639,Red Wine,32.33,77,11,North,Physical Store,Winter,0,1
SALE-00640,Rose Wine,65.15,37,12,West,Physical Store,Spring,0,0
SALE-00641,Rose Wine,134.29,80,9,West,Physical Store,Autumn,0,1
SALE-00642,Red Wine,140.83,70,15,North,Physical Store,Autumn,0,0
SALE-00643,Rose Wine,23.75,34,10,West,Online,Summer,0,1
SALE-00644,Rose Wine,76.79,64,13,South,Online,Summer,0,1
SALE-00645,Red Wine,22.93,30,14,South,Online,Summer,1,1
SALE-00646,White Wine,142.41,22,0,West,Physical Store,Winter,1,1
SALE-00647,Red Wine,88.69,73,11,North,Online,Spring,0,1
SALE-00648,Rose Wine,145.8,52,15,West,Physical Store,Autumn,1,0
SALE-00649,Rose Wine,123.85,28,11,East,Physical Store,Spring,1,1
SALE-00650,Sparkling Wine,103.15,34,13,North,Online,Autumn,0,1
SALE-00651,White Wine,31.58,45,15,South,Physical Store,Autumn,0,0
SALE-00652,Rose Wine,130.53,36,10,West,Physical Store,Summer,0,0
SALE-00653,Rose Wine,62.0,51,11,East,Online,Spring,1,0
SALE-00654,Rose Wine,128.27,34,11,South,Physical Store,Summer,0,0
SALE-00655,Red Wine,138.69,67,1,West,Online,Autumn,0,0
SALE-00656,Rose Wine,24.77,27,8,West,Physical Store,Autumn,0,0
SALE-00657,Rose Wine,87.52,75,15,South,Physical Store,Autumn,0,1
SALE-00658,Red Wine,55.13,73,1,East,Physical Store,Summer,1,1
SALE-00659,Sparkling Wine,85.74,60,1,South,Physical Store,Summer,1,1
SALE-00660,Red Wine,78.15,28,13,West,Physical Store,Autumn,0,1
SALE-00661,White Wine,98.22,73,10,South,Online,Summer,0,1
SALE-00662,White Wine,144.26,66,14,North,Physical Store,Autumn,1,1
SALE-00663,White Wine,80.17,73,2,South,Online,Spring,1,1
SALE-00664,White Wine,103.82,80,9,South,Online,Autumn,1,1
SALE-00665,White Wine,27.13,29,3,South,Physical Store,Winter,0,1
SALE-00666,Rose Wine,147.35,33,6,North,Physical Store,Spring,1,0
SALE-00667,Rose Wine,142.95,63,8,South,Online,Spring,1,1
SALE-00668,Sparkling Wine,87.26,40,10,North,Online,Summer,0,1
SALE-00669,Sparkling Wine,56.18,59,11,North,Online,Summer,1,1
SALE-00670,Red Wine,50.61,33,9,East,Physical Store,Spring,0,1
SALE-00671,Sparkling Wine,128.75,80,4,West,Online,Spring,0,0
SALE-00672,Rose Wine,42.2,64,4,West,Physical Store,Winter,0,1
SALE-00673,Rose Wine,17.44,60,14,South,Physical Store,Winter,0,0
SALE-00674,Rose Wine,70.56,69,7,East,Physical Store,Autumn,1,1
SALE-00675,Red Wine,97.97,60,8,East,Online,Spring,1,1
SALE-00676,Rose Wine,69.26,60,13,East,Online,Summer,0,1
SALE-00677,Red Wine,104.2,45,6,East,Physical Store,Summer,1,0
SALE-00678,Sparkling Wine,136.3,74,12,West,Physical Store,Spring,1,1
SALE-00679,Rose Wine,122.84,73,4,South,Online,Spring,0,0
SALE-00680,White Wine,84.48,58,4,East,Online,Winter,0,0
SALE-00681,White Wine,28.91,47,9,North,Online,Autumn,0,1
SALE-00682,White Wine,119.03,44,12,North,Online,Winter,0,1
SALE-00683,Sparkling Wine,145.17,35,3,East,Online,Summer,0,0
SALE-00684,Red Wine,140.02,77,9,West,Online,Spring,1,1
SALE-00685,White Wine,107.43,61,13,East,Online,Spring,0,0
SALE-00686,Sparkling Wine,67.65,71,11,West,Online,Spring,0,1
SALE-00687,White Wine,37.28,45,8,East,Physical Store,Summer,1,0
SALE-00688,Rose Wine,116.67,47,12,East,Physical Store,Summer,1,1
SALE-00689,Red Wine,48.89,33,1,South,Online,Winter,0,0
SALE-00690,White Wine,68.13,29,2,South,Physical Store,Winter,1,0
SALE-00691,Sparkling Wine,62.19,48,11,North,Online,Spring,0,1
SALE-00692,Rose Wine,119.7,50,15,North,Physical Store,Spring,0,0
SALE-00693,Rose Wine,144.06,34,12,South,Online,Autumn,1,1
SALE-00694,Rose Wine,67.22,40,0,West,Online,Summer,0,0
SALE-00695,Red Wine,98.62,25,10,South,Physical Store,Winter,0,1
SALE-00696,White Wine,105.28,22,11,South,Online,Spring,0,1
SALE-00697,Sparkling Wine,53.31,69,7,West,Physical Store,Spring,0,1
SALE-00698,Red Wine,97.22,49,1,South,Physical Store,Winter,0,1
SALE-00699,Sparkling Wine,94.71,40,6,West,Online,Autumn,1,1
SALE-00700,White Wine,26.81,35,11,East,Online,Autumn,0,0
SALE-00701,Red Wine,81.19,27,1,South,Online,Winter,1,1
SALE-00702,Sparkling Wine,41.66,77,3,West,Physical Store,Autumn,0,1
SALE-00703,Rose Wine,142.42,61,13,South,Online,Winter,0,1
SALE-00704,Rose Wine,59.78,65,10,South,Physical Store,Autumn,1,1
SALE-00705,White Wine,50.39,23,7,West,Physical Store,Spring,0,0
SALE-00706,Red Wine,50.27,61,8,East,Online,Summer,0,1
SALE-00707,White Wine,15.74,54,14,East,Online,Autumn,0,0
SALE-00708,White Wine,138.1,76,2,East,Physical Store,Winter,0,0
SALE-00709,White Wine,52.66,23,0,West,Online,Spring,1,0
SALE-00710,Red Wine,122.02,33,10,West,Online,Winter,1,1
SALE-00711,Red Wine,129.41,28,5,West,Online,Summer,1,1
SALE-00712,Rose Wine,117.57,26,7,West,Online,Summer,0,0
SALE-00713,Red Wine,127.33,39,7,North,Online,Winter,1,1
SALE-00714,Rose Wine,31.89,68,14,North,Physical Store,Summer,1,1
SALE-00715,Rose Wine,141.7,51,5,West,Online,Winter,0,0
SALE-00716,Sparkling Wine,82.47,28,1,South,Online,Autumn,0,0
SALE-00717,Red Wine,19.94,36,15,South,Online,Spring,0,0
SALE-00718,Sparkling Wine,65.33,23,0,East,Online,Summer,1,1
SALE-00719,Sparkling Wine,142.46,51,9,South,Online,Summer,1,1
SALE-00720,Sparkling Wine,130.95,66,3,North,Online,Summer,0,0
SALE-00721,Rose Wine,31.66,68,5,West,Online,Autumn,1,1
SALE-00722,Red Wine,144.46,29,13,North,Online,Spring,1,0
SALE-00723,White Wine,97.05,60,7,West,Online,Winter,0,0
SALE-00724,Rose Wine,73.44,28,6,South,Physical Store,Autumn,0,0
SALE-00725,Sparkling Wine,35.92,58,10,East,Physical Store,Autumn,0,1
SALE-00726,Sparkling Wine,24.24,35,7,North,Physical Store,Spring,1,1
SALE-00727,White Wine,63.2,32,14,South,Online,Spring,0,1
SALE-00728,White Wine,127.06,63,13,West,Online,Spring,0,0
SALE-00729,White Wine,82.32,38,7,East,Online,Winter,0,1
SALE-00730,Rose Wine,46.79,46,0,East,Physical Store,Spring,0,0
SALE-00731,Red Wine,117.62,32,11,East,Physical Store,Summer,1,1
SALE-00732,Rose Wine,134.42,61,9,North,Physical Store,Winter,0,0
SALE-00733,Red Wine,15.05,32,0,West,Online,Summer,1,1
SALE-00734,Sparkling Wine,37.51,39,15,South,Physical Store,Winter,0,0
SALE-00735,Sparkling Wine,137.74,69,3,North,Online,Spring,0,0
SALE-00736,Rose Wine,79.7,38,6,West,Physical Store,Spring,0,1
SALE-00737,White Wine,137.38,49,15,East,Physical Store,Spring,1,1
SALE-00738,White Wine,77.03,28,15,West,Physical Store,Winter,1,0
SALE-00739,White Wine,31.07,34,15,North,Online,Winter,0,1
SALE-00740,Red Wine,35.38,40,15,North,Online,Autumn,1,1
SALE-00741,Sparkling Wine,129.38,21,11,North,Online,Summer,1,1
SALE-00742,Rose Wine,19.16,56,11,West,Online,Autumn,1,1
SALE-00743,Sparkling Wine,46.9,41,9,East,Online,Winter,0,0
SALE-00744,Rose Wine,36.04,30,2,North,Online,Autumn,0,0
SALE-00745,Sparkling Wine,91.1,68,2,West,Physical Store,Spring,1,1
SALE-00746,Sparkling Wine,29.5,61,0,South,Online,Autumn,1,0
SALE-00747,Sparkling Wine,57.87,43,13,West,Online,Spring,1,1
SALE-00748,Rose Wine,146.93,69,0,West,Online,Autumn,0,0
SALE-00749,Red Wine,121.86,33,14,West,Online,Spring,1,1
SALE-00750,Red Wine,140.2,73,9,West,Physical Store,Winter,1,1
SALE-00751,Sparkling Wine,48.08,80,2,North,Physical Store,Autumn,1,1
SALE-00752,Sparkling Wine,101.54,60,3,North,Online,Autumn,1,1
SALE-00753,Rose Wine,50.1,57,13,West,Physical Store,Autumn,0,0
SALE-00754,White Wine,93.91,57,13,South,Online,Autumn,0,0
SALE-00755,Sparkling Wine,148.29,22,11,North,Physical Store,Summer,0,1
SALE-00756,Red Wine,143.53,22,11,South,Online,Winter,0,1
SALE-00757,Sparkling Wine,27.85,57,14,South,Physical Store,Winter,1,1
SALE-00758,Rose Wine,111.85,62,8,North,Physical Store,Spring,0,1
SALE-00759,White Wine,62.14,31,14,West,Online,Winter,0,1
SALE-00760,Rose Wine,131.48,23,2,West,Online,Winter,0,1
SALE-00761,White Wine,46.73,23,0,East,Physical Store,Summer,0,1
